Geneid	Chr	Start	End	Strand	Length	cal_9a	cal_9b	cal_9c1	cal_9c2	cal_9d1	cal_9d2	spn_18a	spn_18b	spn_18c	spn_19ar	spn_19br	spn_19c	imp_3ba1	imp_3ba2	imp_3bb	imp_3bc	imp_3bd1	imp_3bd2r	heq_13a	heq_13bbr	heq_13c	heq_13d	heq_14a	heq_14b	heq_14ccr	lab_11a1	lab_11a2	lab_12a	lab_12b	lab_12c1	lab_12c2	rev_24a1r	rev_24a2	rev_24b1	rev_24b2	rev_25a1	rev_25a2	rev_25aaq3r
g17553	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	40963011;40986997;40987250;40987411;40987594;40988080;41014848	40963609;40987090;40987332;40987462;40987751;40988170;41016446	-;-;-;-;-;-;-	2676	563	1126	721	1225	906	863	657	666	977	1808	1270	1633	559	1187	808	614	970	1987	792	2192	1241	856	1867	1139	2502	598	230	625	541	984	836	1472	2377	1272	976	976	932	1447
g17554	ptg000021l;ptg000021l;ptg000021l	41047425;41047821;41048133	41047686;41048026;41048222	-;-;-	558	94	1574	294	19132	3795	2940	8812	4295	9974	7750	23078	329	13117	9464	4795	742	771	3378	474	13446	174	358	4344	254	4549	1183	322	2122	2174	21007	1201	939	1275	1441	2135	151	62	2238
g17555	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	41208205;41208205;41209543;41209543;41211658;41211658;41213392;41213392;41213648;41213648;41213793;41213793;41214897;41214897;41215298;41215298;41215548;41215548	41209167;41209167;41211281;41211281;41211932;41211932;41213544;41213544;41213700;41213700;41213845;41213842;41215021;41215021;41215474;41215474;41215606;41215606	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3597	511	1934	463	8969	2937	3160	6945	4152	8006	5437	10173	1562	6342	5804	4603	571	1111	3207	525	7904	1503	893	3509	366	2969	2701	1013	2490	2485	7947	596	1404	1215	2796	2486	362	226	2788
g17556	ptg000021l;ptg000021l	41522444;41523062	41522937;41523179	+;+	612	0	0	3	0	20	2	4	0	2	0	0	0	22	16	19	8	20	3	0	22	0	0	1	0	0	14	0	4	0	1	3	0	0	0	2	0	0	11
g17557	ptg000021l;ptg000021l;ptg000021l;ptg000021l	41524140;41524528;41524740;41524934	41524329;41524639;41524845;41525146	-;-;-;-	621	10	69	19	157	7	39	494	402	442	53	30	43	71	41	76	3	0	5	0	114	121	29	24	46	235	235	66	287	391	199	142	12	38	122	123	9	12	0
g17558	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	41612615;41612955;41613165;41613359;41613700;41613892;41614275;41614457;41614643;41614971;41615139;41615288	41612756;41613063;41613270;41613611;41613815;41614144;41614362;41614531;41614718;41615023;41615205;41615452	-;-;-;-;-;-;-;-;-;-;-;-	1503	225	500	200	1853	194	280	4808	4718	3629	527	342	238	311	412	550	64	96	196	24	549	842	239	152	622	1249	2206	720	2588	3066	1735	1073	156	427	1189	892	59	1	64
g17559	ptg000021l;ptg000021l;ptg000021l;ptg000021l	41764836;41765524;41766588;41767098	41764940;41766310;41766907;41767760	+;+;+;+	1875	0	0	0	13	4	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17560	ptg000021l;ptg000021l;ptg000021l	41778351;41778626;41778993	41778531;41778894;41779601	+;+;+	1059	676	349	789	1601	663	335	457	478	190	1597	967	3314	161	361	288	178	649	507	1488	3475	3278	2026	6465	2700	2675	304	110	169	476	205	819	1301	2570	2620	1982	3311	5567	3188
g17561	ptg000021l	41783361	41783798	+	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17562	ptg000021l;ptg000021l;ptg000021l;ptg000021l	41813497;41813902;41814325;41814767	41813683;41814209;41814647;41814953	+;+;+;+	1005	143	271	268	206	99	100	87	86	31	138	125	371	38	118	58	168	374	283	711	409	1484	574	2299	592	924	20	27	35	69	52	87	230	677	80	41	281	268	249
g17563	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	41833791;41833899;41835087;41836632;41836902;41837119;41839614	41833796;41833983;41835202;41836805;41837015;41837259;41840102	-;-;-;-;-;-;-	1125	47336	122050	45805	95537	34253	86020	122289	99715	80753	105008	105306	349967	47453	51992	64029	26677	46297	74539	183433	397420	116915	209710	140755	104194	379747	113403	47621	134037	179511	245259	196497	255022	448517	115943	83143	35290	44510	298544
g17564	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	41848962;41848962;41849215;41849215;41849436;41849436;41849679;41849679;41851192;41851192;41863377;41863377;41867943;41867943;41868245;41868245;41869010;41869010;41869828;41869828;41870009;41870009;41871638;41871638	41849073;41849073;41849264;41849264;41849558;41849558;41849837;41849837;41851245;41851245;41863479;41863479;41867992;41867992;41868352;41868352;41869105;41869105;41869917;41869917;41870269;41870269;41871853;41871799	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1422	769	1212	669	1143	384	647	2373	2480	2838	1642	2149	1891	1211	1010	909	232	836	1420	1436	3102	1629	2126	2167	897	6145	1113	484	2553	1762	2573	1527	2632	3875	2371	1520	591	605	2005
g17565	ptg000021l	41919898	41920791	-	894	1104	3402	1321	5520	1799	1693	2811	2093	4750	5443	7781	5091	3410	2989	2386	1638	1890	3139	2594	8501	3750	1944	5615	2742	2944	1259	673	2248	2453	5263	2507	1548	4658	4716	3655	3522	2968	4153
g17566	ptg000021l;ptg000021l;ptg000021l	41957517;41958524;41961971	41957820;41959208;41962124	-;-;-	1143	584	1296	588	1132	1075	870	758	753	1137	644	661	972	552	940	558	685	989	1236	928	1524	1079	1353	1590	1075	3763	589	256	784	581	1349	823	1692	3001	1881	931	958	1105	1106
g17567	ptg000021l	42049896	42052427	+	2532	84	199	30	181	284	123	140	196	217	645	328	217	66	188	74	126	101	55	354	283	1613	127	1284	180	263	75	41	93	113	541	109	165	353	1147	735	284	73	159
g17568	ptg000021l;ptg000021l	42064034;42064997	42064818;42065228	-;-	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
g17569	ptg000021l;ptg000021l	42101434;42103165	42102979;42103901	+;+	2283	229	723	484	1087	451	511	487	434	551	790	565	801	287	696	375	416	463	763	427	1088	601	579	981	495	1240	381	196	472	448	793	661	812	2343	1256	653	472	396	1060
g17570	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	42230992;42231597;42233554;42233685;42233941;42234298	42231411;42231674;42233588;42233740;42234045;42234359	+;+;+;+;+;+	756	3781	3312	2343	1917	2874	2888	3580	3391	4474	5135	4100	8221	2280	3613	1945	1754	3293	4589	7886	10501	8367	7144	9773	6150	12648	2938	1301	3199	2329	4622	3747	10456	22951	5036	3040	7694	10060	11188
g17571	ptg000021l;ptg000021l;ptg000021l;ptg000021l	42236597;42236723;42254050;42255314	42236620;42236812;42254120;42255440	-;-;-;-	312	727	1060	735	1126	1370	955	641	642	958	1441	1469	1516	530	764	460	464	1280	1352	1741	2046	1435	1205	1863	2234	2747	605	226	637	854	1778	1194	1430	3465	1223	858	2643	1629	1639
g17572	ptg000021l;ptg000021l	42332908;42333915	42333242;42334179	-;-	600	288	1940	1872	5092	1540	885	594	214	510	2871	2932	167	4059	6205	1340	3259	9587	9441	714	4226	2368	310	2495	2876	1252	226	133	451	511	2523	829	1718	3158	5336	2803	4744	4703	2790
g17573	ptg000021l;ptg000021l	42407466;42412992	42407522;42413216	-;-	282	748	3387	1548	2135	1775	1099	1049	819	1362	1856	1959	3086	1374	1961	675	1143	2087	2210	2092	4460	3070	1460	2545	2605	2370	224	130	912	1241	1712	1518	1444	3278	1280	861	1937	2062	1590
g17574	ptg000021l;ptg000021l;ptg000021l;ptg000021l	42511067;42523315;42523991;42524509	42511439;42523880;42524054;42524951	+;+;+;+	1446	179	629	289	448	407	412	289	270	435	658	521	746	216	459	222	277	374	574	512	962	682	400	939	524	1071	188	101	262	237	370	329	688	1302	571	309	669	533	451
g17575	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	42552190;42552190;42556809;42556809;42557036;42557036;42559124;42559124;42559281;42559281;42559490;42559490;42559907;42559907;42560389;42560389;42560518;42560851;42560851;42561185;42561185;42562462;42562462	42552240;42552240;42556867;42556867;42557126;42557126;42559178;42559178;42559371;42559371;42559727;42559727;42560126;42560126;42560567;42560442;42560567;42561093;42561093;42561246;42561246;42562624;42562624	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1452	3381	6642	3862	6577	4665	3846	4352	3871	4199	7743	7252	6415	2966	6854	3508	5111	6723	10460	6459	9381	6674	4935	12062	5151	14153	2229	1075	2662	3039	5898	3383	9318	18850	8347	5527	6214	5476	8087
g17576	ptg000021l;ptg000021l	42577374;42578509	42578244;42578918	+;+	1281	63	25	33	28	7	15	15	25	37	232	248	178	33	33	0	42	95	44	26	211	73	20	61	83	28	0	0	14	43	4	44	24	70	26	17	151	520	106
g17577	ptg000021l	42596542	42597354	+	813	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17578	ptg000021l;ptg000021l	42721317;42721991	42721726;42722717	-;-	1137	10	1	5	75	8	9	4	1	5	38	33	2	4	2	0	10	8	14	0	6	0	0	0	1	10	2	8	34	26	12	14	0	1	0	0	0	1	0
g17579	ptg000021l;ptg000021l	42788273;42789374	42788944;42789517	-;-	816	113067	368887	131845	301530	161091	289863	252714	182354	464845	382308	479099	429140	282278	182278	154879	46433	100822	181355	146283	711418	132229	133281	171879	109096	351910	220640	82998	235962	277198	438617	324169	272691	502139	302319	209448	78689	102648	335581
g17580	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	42859587;42860230;42860686;42861021;42861540;42863847;42865441	42860102;42860316;42860922;42861129;42861856;42864062;42866004	-;-;-;-;-;-;-	2046	933	7907	5267	16003	3695	3344	5871	5741	12325	17143	19462	9671	3779	6127	2108	2545	2859	6445	7936	13450	23026	17455	16032	10600	50096	1328	529	1300	1505	10828	2990	9606	12093	15642	10596	20133	12462	7698
g17581	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	43120239;43136298;43137055;43137717;43172351;43172933;43174029;43175855;43177146;43177446;43195750;43195925;43196531;43196723;43219150;43219402;43220904;43221101;43221466;43223645;43223873;43224770;43224991;43225828	43121126;43136522;43137129;43137815;43172462;43173060;43174148;43175935;43177223;43177538;43195804;43196001;43196602;43196806;43219269;43219470;43220981;43221239;43221630;43223790;43224055;43224858;43225022;43225934	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3315	1253	2854	1082	1796	1531	1766	2090	2066	2510	3259	3023	3476	1545	2864	1890	1839	1920	3275	3173	5021	4152	2635	5755	2978	7325	1463	741	1811	1796	3604	1957	3886	8847	4357	2950	2544	2815	3071
g17582	ptg000021l;ptg000021l	43250475;43250734	43250660;43250871	-;-	324	430	7	147	740	217	698	4134	3914	3383	1080	1391	906	499	467	589	95	180	481	1572	1405	758	3309	2017	1238	21713	1846	871	8866	3552	3543	3049	3396	2915	1840	1260	130	113	2699
g17583	ptg000021l;ptg000021l	43251980;43252530	43252423;43252889	+;+	804	134	768	153	2039	519	483	451	298	858	1684	2703	55	1150	709	513	113	414	788	123	1205	179	186	804	254	739	475	148	282	286	2176	316	109	210	195	186	52	127	354
g17584	ptg000021l;ptg000021l;ptg000021l	43296248;43303525;43305013	43297236;43303808;43305779	+;+;+	2040	1152	2565	1369	2628	1407	1622	1697	1457	1282	3353	3083	2258	798	1876	1000	1143	1449	2269	1962	3056	1733	1814	3363	1638	3979	974	565	794	916	1972	1443	3255	8920	2891	1729	1856	1269	2573
g17585	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	43329044;43329044;43353829;43353829;43354485;43358717;43358717;43370624;43370624;43373258;43373258	43329051;43329051;43353899;43355149;43355149;43358986;43358986;43370779;43370779;43373377;43373377	+;+;+;+;+;+;+;+;+;+;+	1875	888	1695	920	1352	932	946	430	524	747	1536	1371	997	421	711	324	468	334	615	480	1418	849	660	659	402	3992	466	169	495	609	732	414	1615	1696	855	642	273	148	1006
g17586	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	43569201;43579974;43580219;43580462;43582675;43582868;43583457;43583657;43583789;43587214;43587828;43587954;43589256;43589466;43589703;43592071;43593793;43594343;43613323;43613922	43569379;43580097;43580352;43580632;43582764;43582956;43583579;43583714;43583987;43587294;43587869;43588008;43589333;43589522;43589836;43592165;43594129;43594455;43613494;43614017	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2427	1624	4074	2447	4223	3075	3009	2189	1874	2564	6000	4770	4560	1613	3118	1933	2010	2645	5193	3453	6173	4296	2436	5611	3806	6632	1806	822	2042	2152	4158	2678	4740	9358	4731	2578	3328	2877	3050
g17587	ptg000021l;ptg000021l	43752582;43752974	43752878;43753537	+;+	861	127	83	76	60	27	18	28	14	73	149	216	414	0	22	0	146	376	175	391	414	300	91	728	263	65	15	5	4	0	19	12	22	175	21	8	304	777	51
g17588	ptg000021l;ptg000021l;ptg000021l	43788651;43789308;43789626	43789199;43789442;43789898	+;+;+	957	0	0	0	0	0	0	20	10	5	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	2	0	0	0	6	2	0	0	0	1	2	0
g17589	ptg000021l;ptg000021l	43892208;43912336	43892928;43912343	+;+	729	3339	8037	5454	7609	5712	4206	3337	2831	3839	11190	9815	11290	4697	6806	3092	5270	8984	11070	7225	15987	8879	5309	10306	9334	9496	2755	1381	3810	4064	7676	5760	6095	17225	5775	3887	10610	8770	8699
g17590	ptg000021l	44039883	44040254	-	372	114	2062	1674	8916	1557	2723	2836	2710	3778	3128	4188	2091	2504	3601	1526	537	991	3101	1642	4595	3956	2591	947	1749	6969	1288	277	1007	1421	2853	3166	3464	9528	676	574	1351	495	1398
g17591	ptg000021l	44125796	44126239	-	444	3	3	7	10	6	7	7	0	7	28	5	35	1	5	11	0	7	17	40	36	18	23	46	20	28	19	12	23	58	14	3	10	24	12	12	0	13	41
g17592	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	44212341;44212912;44213148;44213541;44213835;44214222	44212646;44213062;44213385;44213751;44214070;44215491	-;-;-;-;-;-	2412	14	43	88	89	73	66	847	450	878	518	583	61	70	91	51	51	86	166	371	131	156	377	681	67	41	86	29	212	199	375	375	10	25	32	12	26	277	28
g17593	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	44277124;44277124;44277914;44277914;44278146;44278146;44278568;44278568;44279014;44279014;44279308;44279308;44279915;44279915	44277429;44277429;44278064;44278064;44278383;44278383;44278778;44278778;44279171;44279171;44279439;44279439;44281052;44281199	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2481	208	86	231	279	145	117	399	485	327	473	536	442	204	367	209	289	348	491	692	646	860	695	1182	680	2241	683	269	489	440	787	673	887	1505	341	294	421	478	608
g17594	ptg000021l	44478111	44478590	+	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
g17595	ptg000021l	44508672	44509310	+	639	108	213	199	292	353	482	876	972	764	941	638	719	286	831	319	523	914	2088	760	1005	166	1389	1586	61	1259	709	359	468	310	205	313	379	1087	509	296	272	258	371
g17596	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	44704821;44705392;44705625;44706018;44706312;44706708	44705126;44705542;44705862;44706228;44706550;44706888	-;-;-;-;-;-	1326	1680	1162	1696	1608	1206	1055	1930	1492	3650	2392	4325	723	1993	3036	1468	2071	4664	6500	4042	2716	7574	2294	5656	6377	6565	659	342	1343	1846	1315	1322	788	3137	2233	1229	4036	5115	3335
g17597	ptg000021l	44707595	44708419	-	825	189	119	224	175	102	180	387	307	388	440	414	69	106	382	158	251	283	826	315	175	587	257	713	440	970	149	50	93	81	230	163	145	572	332	211	322	280	472
g17598	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	44711731;44712306;44712536;44712915;44713209;44713455;44713759;44975466	44712036;44712456;44712773;44713125;44713366;44713601;44714448;44975574	-;-;-;-;-;-;-;-	2010	53	246	185	245	67	68	626	478	925	216	525	483	104	355	129	439	1066	454	5177	587	5016	3423	8275	2097	695	483	162	446	575	894	1009	169	761	892	478	673	1019	321
g17599	ptg000021l;ptg000021l	44993661;44994232	44993966;44994375	-;-	450	6	46	51	47	42	27	54	22	27	19	28	203	55	81	57	128	106	105	199	258	32	44	123	150	78	38	25	11	30	28	14	8	127	65	25	157	497	90
g17600	ptg000021l;ptg000021l;ptg000021l;ptg000021l	45012365;45012673;45012919;45013214	45012589;45012830;45013056;45014012	-;-;-;-	1320	10	53	34	87	25	28	13	3	6	11	21	99	43	32	9	6	49	59	38	142	38	1	87	11	80	0	1	15	22	31	22	6	17	1	7	48	179	61
g17601	ptg000021l	45014049	45014495	-	447	0	0	17	84	0	1	0	0	1	1	1	10	0	4	12	1	0	11	0	10	0	0	2	0	9	4	0	18	6	10	4	0	1	1	0	18	33	0
g17602	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45152519;45153091;45153323;45153716;45154010;45154256;45154557	45152824;45153241;45153560;45153926;45154167;45154399;45155838	-;-;-;-;-;-;-	2490	200	841	830	707	582	342	851	468	349	664	410	1562	1814	4491	3140	8322	3850	5219	6784	3376	4926	3018	9317	6000	1714	1878	916	815	1073	1771	1355	2015	7258	2754	2023	6484	9359	5502
g17603	ptg000021l;ptg000021l	45198819;45198819	45199457;45199445	-;-	639	0	1	6	24	14	5	6	6	22	1	0	6	2	26	47	10	14	13	0	8	0	5	2	2	5	0	0	0	0	20	7	0	4	7	9	0	0	0
g17604	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45298488;45299060;45299301;45299694;45299988;45300234;45300532	45298793;45299210;45299538;45299904;45300145;45300374;45301813	-;-;-;-;-;-;-	2487	1947	6646	3578	3755	985	675	600	480	50	77	42	10989	1589	3796	2925	5021	11162	9880	6852	12578	373	4225	12559	353	3282	1787	680	5240	6264	8541	9665	102	453	990	597	3927	6496	1558
g17605	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45484893;45485462;45485696;45486089;45486380;45486633;45486934	45485198;45485612;45485933;45486299;45486537;45486776;45488215	-;-;-;-;-;-;-	2490	31	34	33	35	32	36	24	29	30	32	25	31	60	72	28	38	161	309	25	91	91	33	133	61	143	21	6	28	23	27	32	8	12	20	14	85	145	38
g17606	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45643169;45643559;45643799;45644178;45644632;45644932;45646074	45643477;45643709;45644036;45644388;45644789;45645075;45647346	-;-;-;-;-;-;-	2484	3119	12350	6956	7764	6862	8291	4512	3224	5072	13783	9657	21602	4065	6154	2155	3129	4498	6363	7215	25667	7085	6555	9195	11652	12722	3143	1436	4057	4573	10932	11662	4797	15402	5896	3267	9102	11153	7122
g17607	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45666436;45667247;45667470;45667784;45668297;45668594;45668963	45666741;45667397;45667707;45667994;45668454;45668722;45670250	-;-;-;-;-;-;-	2481	2065	4497	2674	2620	1347	1675	1586	1046	1183	3700	2743	10183	604	1815	604	1190	1493	2664	3435	10787	3526	2640	3234	4015	3430	1286	603	1681	2264	3607	3693	1459	6438	1520	796	4111	3653	2081
g17608	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45704862;45707440;45707666;45707980;45708480;45708777;45709149	45705167;45707590;45707903;45708190;45708637;45708908;45709278	-;-;-;-;-;-;-	1326	9	6	2	0	4	10	23	10	2	30	7	54	0	0	12	6	7	0	163	54	101	40	238	31	42	0	0	4	8	32	34	9	132	27	9	82	99	31
g17609	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	45761147;45763685;45763911;45764225;45764725;45765022;45765394	45761452;45763835;45764148;45764435;45764882;45765153;45766681	-;-;-;-;-;-;-	2484	2	3	1	1	2	0	16	0	6	0	0	13	0	1	0	17	0	0	59	13	112	41	410	43	112	0	0	12	0	33	34	36	179	3	23	53	115	36
g17610	ptg000021l	45873825	45874181	-	357	571	3149	2176	10644	1825	2443	1595	1463	630	5057	3125	5111	223	547	277	492	676	426	1919	5334	1414	693	3065	1341	941	3580	1404	2646	5232	2777	14967	1215	4065	16911	12763	2056	1033	3938
g17611	ptg000021l;ptg000021l;ptg000021l;ptg000021l	45983021;45984606;45989070;45989417	45983043;45984699;45989332;45989651	+;+;+;+	615	3042	7727	4287	14807	5869	4710	5632	3868	6873	12415	10277	6566	5262	8113	3176	3656	4677	9431	5120	11828	7990	3347	13085	7321	8590	2901	1245	3885	6776	21349	7106	5891	13847	9221	6039	10969	10225	7545
g17612	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	46155603;46156137;46156329;46156531;46156687;46156916;46157699	46155752;46156187;46156394;46156596;46156794;46157456;46158015	-;-;-;-;-;-;-	1299	86	708	304	446	225	207	207	374	193	796	433	454	259	520	272	129	193	463	452	713	389	244	691	806	561	156	99	189	204	833	412	424	1133	520	396	241	98	176
g17613	ptg000021l;ptg000021l;ptg000021l;ptg000021l	46343504;46371888;46373380;46387655	46343795;46372052;46373864;46388026	+;+;+;+	1314	251	451	319	498	350	234	265	284	349	604	524	843	311	547	258	356	569	647	523	1154	581	438	1005	803	1254	313	117	355	330	463	395	552	1153	500	358	390	393	707
g17614	ptg000021l;ptg000021l;ptg000021l	46401288;46401703;46402799	46401616;46402631;46403385	+;+;+	1845	0	79	75	83	17	80	490	407	480	260	353	7	108	141	104	51	90	441	17	115	21	4	154	12	11	5	1	15	0	9	1	7	0	10	11	10	0	8
g17615	ptg000021l;ptg000021l;ptg000021l;ptg000021l	46411737;46413107;46413294;46413456	46412089;46413204;46413359;46413616	+;+;+;+	678	5539	10254	4893	4332	6642	5997	6106	5901	4789	8530	9029	13557	3435	4532	3116	2743	5214	7340	10008	16992	8517	9534	13280	6307	17998	4466	2499	7038	6507	10256	8200	18595	41560	8459	5605	13106	10800	15918
g17616	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	46526246;46526246;46527079;46527079;46527239;46527239;46527447;46527447;46527632;46527632;46528126;46528159;46528481;46528481;46528724;46528724	46526344;46526344;46527135;46527135;46527328;46527328;46527512;46527512;46527841;46527841;46528344;46528344;46528554;46528554;46528877;46528880	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	972	0	0	0	0	0	0	34	47	26	0	0	1	0	0	50	93	2	0	113	1	197	38	359	70	0	0	1	6	0	0	0	34	77	0	0	99	109	71
g17617	ptg000021l;ptg000021l;ptg000021l	46589386;46589947;46589967	46589570;46590402;46590402	-;-;-	641	1734	7706	5987	9908	4646	4953	3100	2470	3559	11112	10338	7871	3600	5847	3092	2910	5117	8415	6637	11471	6183	5681	7148	6392	8230	3901	2373	3761	5820	14043	9556	7493	24587	9459	6872	4889	2578	9287
g17618	ptg000021l;ptg000021l	46623613;46623984	46623900;46624004	-;-	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g17619	ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l;ptg000021l	46653985;46653985;46653985;46658329;46658329;46661168;46661344;46730172;46734073;46734170;46736647;46736647;46736823;46736823	46654376;46654344;46654376;46658434;46658506;46661261;46661738;46730203;46734241;46734241;46736740;46736740;46737169;46737169	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1701	14709	31779	21266	28674	19619	18166	17902	14539	19181	23102	24556	36776	16809	23063	14094	17014	27002	38555	34490	53585	44982	26764	44659	33208	46680	14071	6533	14129	18691	27032	24918	26200	60250	25155	17010	42558	37073	39276
g17620	ptg000021l;ptg000021l;ptg000021l	46812086;46812632;46812859	46812547;46812784;46812903	+;+;+	660	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0
g17621	ptg000021l;ptg000021l	46867447;46869554	46867886;46869896	+;+	783	3041	3448	2484	3687	6517	3657	2032	2097	4320	5142	4278	3724	1723	2791	1602	1805	3379	3639	5010	5447	5810	3372	7638	5421	9485	1531	588	3341	2834	6186	3839	7977	14269	5078	2979	8604	6747	5608
g17622	ptg000021l;ptg000021l;ptg000021l;ptg000021l	46886585;46888910;46889077;46892238	46886741;46888978;46889183;46892360	+;+;+;+	456	693	951	827	1177	937	645	798	734	730	1204	1118	2343	537	1067	477	738	1602	1572	1986	2880	2377	1456	3591	2165	4694	523	251	735	990	1430	725	1508	2693	917	650	1712	1614	1362
g17623	ptg000021l;ptg000021l	46900455;46901108	46900765;46901165	+;+	369	76	227	93	1894	296	258	784	543	1386	1019	1768	432	1071	520	606	91	181	530	103	1503	179	123	479	128	719	195	53	640	570	1371	284	147	164	561	361	130	154	787
g17624	ptg000021l;ptg000021l	46902558;46905395	46903711;46905812	-;-	1572	197	71	96	255	117	100	244	137	243	134	202	315	55	97	80	109	140	137	1011	370	2344	1075	3510	247	543	495	389	896	399	767	876	104	340	538	266	230	545	457
