	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, ANNOTATED]	g23388	uncharacterized protein LOC127789903	816	1	9.67E-193	97.05	5	P:GO:0000413; P:GO:0006457; F:GO:0003755; F:GO:0016018; C:GO:0005737	P:protein peptidyl-prolyl isomerization; P:protein folding; F:peptidyl-prolyl cis-trans isomerase activity; F:cyclosporin A binding; C:cytoplasm			IPR002130 (PRINTS); G3DSA:2.40.100.10:FF:000001 (FUNFAM); IPR029000 (G3DSA:2.40.100.GENE3D); IPR002130 (PFAM); PTHR11071 (PANTHER); IPR020892 (PROSITE_PATTERNS); IPR002130 (PROSITE_PROFILES); cd01926 (CDD); IPR029000 (SUPERFAMILY)	P:GO:0000413; P:GO:0006457; F:GO:0003755; F:GO:0016018; C:GO:0005737	P:protein peptidyl-prolyl isomerization; P:protein folding; F:peptidyl-prolyl cis-trans isomerase activity; F:cyclosporin A binding; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	g23389	protoporphyrinogen oxidase 1, chloroplastic	1710	1	0.0	98.07	3	P:GO:0006779; F:GO:0004729; C:GO:0009534	P:porphyrin-containing compound biosynthetic process; F:oxygen-dependent protoporphyrinogen oxidase activity; C:chloroplast thylakoid			G3DSA:1.10.3110.10:FF:000002 (FUNFAM); IPR002937 (PFAM); IPR036188 (G3DSA:3.50.50.GENE3D); G3DSA:3.90.660.20 (GENE3D); IPR004572 (NCBIFAM); G3DSA:1.10.3110.10 (GENE3D); PIRSR038051-1 (PIRSR); IPR050464 (PANTHER); IPR036188 (SUPERFAMILY); SSF54373 (SUPERFAMILY)	P:GO:0006779; F:GO:0004729; F:GO:0016491; C:GO:0009534	P:porphyrin-containing compound biosynthetic process; F:oxygen-dependent protoporphyrinogen oxidase activity; F:oxidoreductase activity; C:chloroplast thylakoid
true	[INTERPRO, BLASTED, ANNOTATED]	g23390	ABC transporter B family member 11-like	3891	2	0.0	95.49	5	P:GO:0090374; F:GO:0005524; F:GO:0015421; F:GO:0016887; C:GO:0005743	P:oligopeptide export from mitochondrion; F:ATP binding; F:ABC-type oligopeptide transporter activity; F:ATP hydrolysis activity; C:mitochondrial inner membrane			G3DSA:1.20.1560.10:FF:000009 (FUNFAM); G3DSA:1.20.1560.10:FF:000147 (FUNFAM); G3DSA:3.40.50.300:FF:000066 (FUNFAM); G3DSA:3.40.50.300:FF:000066 (FUNFAM); G3DSA:1.20.1560.10:FF:000044 (FUNFAM); IPR011527 (PFAM); IPR036640 (G3DSA:1.20.1560.GENE3D); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003439 (PFAM); IPR039421 (PANTHER); IPR017871 (PROSITE_PATTERNS); IPR017871 (PROSITE_PATTERNS); IPR003439 (PROSITE_PROFILES); IPR011527 (PROSITE_PROFILES); IPR003439 (PROSITE_PROFILES); IPR011527 (PROSITE_PROFILES); cd18577 (CDD); cd18578 (CDD); cd03249 (CDD); cd03249 (CDD); IPR027417 (SUPERFAMILY); IPR036640 (SUPERFAMILY); IPR027417 (SUPERFAMILY); IPR036640 (SUPERFAMILY)	P:GO:0055085; P:GO:0090374; F:GO:0005524; F:GO:0015421; F:GO:0016887; F:GO:0140359; C:GO:0005743; C:GO:0016020	P:transmembrane transport; P:oligopeptide export from mitochondrion; F:ATP binding; F:ABC-type oligopeptide transporter activity; F:ATP hydrolysis activity; F:ABC-type transporter activity; C:mitochondrial inner membrane; C:membrane
true	[INTERPRO, BLASTED]	g23391	acyl transferase 4	1308	1	1.69E-284	93.12						IPR023213 (G3DSA:3.30.559.GENE3D); PF02458 (PFAM); IPR023213 (G3DSA:3.30.559.GENE3D); IPR050898 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23392	pectinesterase 4-like	1704	1	0.0	94.75	3	P:GO:0042545; F:GO:0004857; F:GO:0030599	P:cell wall modification; F:enzyme inhibitor activity; F:pectinesterase activity			Coil (COILS); G3DSA:1.20.140.40:FF:000001 (FUNFAM); G3DSA:2.160.20.10:FF:000029 (FUNFAM); IPR012334 (G3DSA:2.160.20.GENE3D); IPR006501 (NCBIFAM); IPR006501 (PFAM); IPR035513 (G3DSA:1.20.140.GENE3D); IPR000070 (PFAM); PTHR31707 (PANTHER); IPR018040 (PROSITE_PATTERNS); IPR033131 (PROSITE_PATTERNS); cd15798 (CDD); IPR035513 (SUPERFAMILY); IPR011050 (SUPERFAMILY)	P:GO:0042545; F:GO:0004857; F:GO:0030599	P:cell wall modification; F:enzyme inhibitor activity; F:pectinesterase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23393	uncharacterized protein LOC127799469 isoform X1	4197	1	0.0	96.21	3	P:GO:0030488; F:GO:0005515; C:GO:0005737	P:tRNA methylation; F:protein binding; C:cytoplasm			IPR015943 (G3DSA:2.130.10.GENE3D); IPR001680 (PFAM); IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR015943 (G3DSA:2.130.10.GENE3D); IPR051973 (PANTHER); IPR019775 (PROSITE_PATTERNS); IPR019775 (PROSITE_PATTERNS); PS50294 (PROSITE_PROFILES); IPR001680 (PROSITE_PROFILES); IPR036322 (SUPERFAMILY); IPR036322 (SUPERFAMILY)	P:GO:0030488; F:GO:0005515; C:GO:0005737	P:tRNA methylation; F:protein binding; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	g23394	E3 ubiquitin-protein ligase HEL2	2520	1	0.0	94.82	4	P:GO:0016567; P:GO:0072344; F:GO:0043022; F:GO:0061630	P:protein ubiquitination; P:rescue of stalled ribosome; F:ribosome binding; F:ubiquitin protein ligase activity			PF23202 (PFAM); IPR056437 (PFAM); IPR044288 (PANTHER); IPR001841 (PROSITE_PROFILES); IPR041888 (CDD)	P:GO:0016567; P:GO:0072344; F:GO:0043022; F:GO:0061630	P:protein ubiquitination; P:rescue of stalled ribosome; F:ribosome binding; F:ubiquitin protein ligase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23395	uncharacterized protein LOC127813563	1455	1	0.0	97.52	2	P:GO:0030488; F:GO:0106050	P:tRNA methylation; F:tRNA 2'-O-methyltransferase activity			Coil (COILS); IPR022776 (PFAM); IPR021721 (PFAM); IPR007871 (PFAM); PIRSR017269-1 (PIRSR); IPR039044 (PANTHER); IPR022776 (PROSITE_PROFILES); IPR029063 (SUPERFAMILY)	P:GO:0008033; P:GO:0030488; F:GO:0008168; F:GO:0008175; F:GO:0106050	P:tRNA processing; P:tRNA methylation; F:methyltransferase activity; F:tRNA methyltransferase activity; F:tRNA 2'-O-methyltransferase activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23396	Peroxidase 57	1029	20	1.88E-144	74.71	4	P:GO:0006979; P:GO:0042744; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; P:hydrogen peroxide catabolic process; F:peroxidase activity; F:heme binding	EC:1.11.1	Acting on a peroxide as acceptor	IPR000823 (PRINTS); IPR002016 (PRINTS); G3DSA:1.10.420.10:FF:000006 (FUNFAM); G3DSA:1.10.520.10:FF:000001 (FUNFAM); G3DSA:1.10.520.10 (GENE3D); G3DSA:1.10.420.10 (GENE3D); IPR002016 (PFAM); PIRSR600823-4 (PIRSR); PIRSR600823-3 (PIRSR); PIRSR600823-2 (PIRSR); PIRSR600823-1 (PIRSR); PIRSR600823-5 (PIRSR); IPR000823 (PANTHER); IPR019794 (PROSITE_PATTERNS); IPR019793 (PROSITE_PATTERNS); IPR002016 (PROSITE_PROFILES); IPR033905 (CDD); IPR010255 (SUPERFAMILY)	P:GO:0006979; P:GO:0042744; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; P:hydrogen peroxide catabolic process; F:peroxidase activity; F:heme binding
true	[INTERPRO, BLASTED]	g23397	hypothetical protein NMG60_11027480	924	1	3.18E-101	69.77						IPR024752 (PFAM); PTHR46250 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23398	peroxidase 5	1998	4	1.62E-222	63.71	4	P:GO:0006979; P:GO:0042744; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; P:hydrogen peroxide catabolic process; F:peroxidase activity; F:heme binding			IPR000823 (PRINTS); IPR002016 (PRINTS); G3DSA:1.10.420.10:FF:000006 (FUNFAM); G3DSA:1.10.520.10:FF:000001 (FUNFAM); G3DSA:1.10.520.10 (GENE3D); IPR002016 (PFAM); G3DSA:1.10.420.10 (GENE3D); G3DSA:1.10.520.10 (GENE3D); PIRSR600823-3 (PIRSR); PIRSR600823-2 (PIRSR); PIRSR600823-1 (PIRSR); PIRSR600823-5 (PIRSR); PIRSR600823-4 (PIRSR); IPR000823 (PANTHER); IPR019793 (PROSITE_PATTERNS); IPR019794 (PROSITE_PATTERNS); IPR002016 (PROSITE_PROFILES); IPR002016 (PROSITE_PROFILES); IPR033905 (CDD); IPR010255 (SUPERFAMILY); IPR010255 (SUPERFAMILY)	P:GO:0006979; P:GO:0042744; F:GO:0004601; F:GO:0020037	P:response to oxidative stress; P:hydrogen peroxide catabolic process; F:peroxidase activity; F:heme binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23399	uncharacterized protein LOC127789034 isoform X1	1026	1	1.38E-239	95.34	1	C:GO:0016020	C:membrane			PTHR12242 (PANTHER)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g23400	uncharacterized protein LOC127788950	1041	1	1.45E-243	94.51	1	C:GO:0016020	C:membrane			PTHR12242 (PANTHER)	C:GO:0016020	C:membrane
true	[INTERPRO, BLASTED]	g23401	hypothetical protein PVL29_008802	1761	1	2.89E-276	87.52						IPR002347 (PRINTS); IPR002347 (PRINTS); G3DSA:3.40.50.720:FF:000084 (FUNFAM); G3DSA:3.40.50.720 (GENE3D); IPR002347 (PFAM); PIRSR611284-2 (PIRSR); PIRSR000095-1 (PIRSR); PIRSR614007-1 (PIRSR); PIRSR617711-2 (PIRSR); PIRSR614058-1 (PIRSR); PIRSR000094-3 (PIRSR); PIRSR614007-2 (PIRSR); PIRSR617711-1 (PIRSR); PIRSR614058-2 (PIRSR); PIRSR611284-1 (PIRSR); PTHR42820 (PANTHER); IPR036291 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23402	uncharacterized protein LOC127809893 isoform X1	648	1	9.09E-144	93.18						IPR023393 (G3DSA:3.30.530.GENE3D); IPR005031 (PFAM); IPR047137 (PANTHER); cd07817 (CDD); SSF55961 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, ANNOTATED]	g23403	probable protein phosphatase 2C 2	1065	1	1.32E-223	95.07	3	P:GO:0006470; F:GO:0004722; F:GO:0043169	P:protein dephosphorylation; F:protein serine/threonine phosphatase activity; F:cation binding			G3DSA:3.60.40.10:FF:000004 (FUNFAM); IPR036457 (G3DSA:3.60.40.GENE3D); IPR001932 (PFAM); IPR015655 (PANTHER); IPR000222 (PROSITE_PATTERNS); IPR001932 (PROSITE_PROFILES); IPR001932 (CDD); IPR036457 (SUPERFAMILY)	P:GO:0006470; F:GO:0004722; F:GO:0043169	P:protein dephosphorylation; F:protein serine/threonine phosphatase activity; F:cation binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23404	shaggy-related protein kinase alpha-like	1233	20	1.12E-293	94.71	26	P:GO:0006338; P:GO:0007165; P:GO:0018107; P:GO:0030154; F:GO:0004676; F:GO:0004677; F:GO:0004679; F:GO:0004694; F:GO:0004711; F:GO:0005524; F:GO:0035175; F:GO:0035402; F:GO:0035403; F:GO:0035979; F:GO:0044022; F:GO:0044023; F:GO:0044024; F:GO:0044025; F:GO:0072354; F:GO:0072518; F:GO:0140823; F:GO:0140855; F:GO:0140857; F:GO:1990244; C:GO:0005634; C:GO:0005737	P:chromatin remodeling; P:signal transduction; P:peptidyl-threonine phosphorylation; P:cell differentiation; F:3-phosphoinositide-dependent protein kinase activity; F:DNA-dependent protein kinase activity; F:AMP-activated protein kinase activity; F:eukaryotic translation initiation factor 2alpha kinase activity; F:ribosomal protein S6 kinase activity; F:ATP binding; F:histone H3S10 kinase activity; F:histone H3T11 kinase activity; F:histone H3T6 kinase activity; F:histone H2AXS139 kinase activity; F:histone H3S28 kinase activity; F:histone H4S1 kinase activity; F:histone H2AS1 kinase activity; F:histone H2BS14 kinase activity; F:histone H3T3 kinase activity; F:Rho-dependent protein serine/threonine kinase activity; F:histone H2BS36 kinase activity; F:histone H3S57 kinase activity; F:histone H3T45 kinase activity; F:histone H2AT120 kinase activity; C:nucleus; C:cytoplasm	EC:2.7.11	Transferring phosphorus-containing groups	G3DSA:3.30.200.20:FF:000009 (FUNFAM); G3DSA:1.10.510.10:FF:000082 (FUNFAM); G3DSA:3.30.200.20 (GENE3D); IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); PIRSR000660-2 (PIRSR); PIRSR000605-50 (PIRSR); PIRSR037921-1 (PIRSR); PIRSR637770-1 (PIRSR); PIRSR038172-2 (PIRSR); PIRSR000619-1 (PIRSR); PIRSR000551-51 (PIRSR); PIRSR000620-1 (PIRSR); PIRSR000661-50 (PIRSR); PIRSR037993-2 (PIRSR); PIRSR628788-2 (PIRSR); PIRSR038189-2 (PIRSR); PIRSR000604-2 (PIRSR); PIRSR000552-2 (PIRSR); PIRSR000660-1 (PIRSR); PIRSR000554-1 (PIRSR); PIRSR037393-2 (PIRSR); PIRSR600239-51 (PIRSR); PIRSR000550-3 (PIRSR); PIRSR000617-2 (PIRSR); PIRSR000636-1 (PIRSR); PIRSR037393-1 (PIRSR); PIRSR000632-1 (PIRSR); PIRSR037568-1 (PIRSR); PIRSR000617-1 (PIRSR); PIRSR000554-2 (PIRSR); PIRSR038165-51 (PIRSR); PIRSR000666-2 (PIRSR); PIRSR637770-2 (PIRSR); PIRSR000620-2 (PIRSR); PIRSR000636-2 (PIRSR); PIRSR000666-1 (PIRSR); PIRSR000550-1 (PIRSR); PIRSR037014-2 (PIRSR); PIRSR500947-50 (PIRSR); PIRSR000605-51 (PIRSR); PIRSR038165-50 (PIRSR); PIRSR037014-1 (PIRSR); PIRSR000551-50 (PIRSR); PIRSR000619-2 (PIRSR); PIRSR038189-1 (PIRSR); PIRSR000606-51 (PIRSR); PIRSR037993-1 (PIRSR); PIRSR000556-1 (PIRSR); PIRSR500948-1 (PIRSR); PIRSR500951-1 (PIRSR); PIRSR000661-51 (PIRSR); PIRSR628788-1 (PIRSR); PIRSR000631-1 (PIRSR); PIRSR000632-2 (PIRSR); PIRSR000604-1 (PIRSR); PIRSR000552-1 (PIRSR); PIRSR000556-2 (PIRSR); PIRSR620777-50 (PIRSR); PIRSR000628-2 (PIRSR); PIRSR000628-1 (PIRSR); PIRSR500950-50 (PIRSR); PIRSR630616-1 (PIRSR); PIRSR037281-1 (PIRSR); PIRSR038172-1 (PIRSR); PIRSR000559-1 (PIRSR); PIRSR037281-3 (PIRSR); PIRSR037281-2 (PIRSR); PIRSR630616-2 (PIRSR); PIRSR000559-2 (PIRSR); PIRSR630616-3 (PIRSR); PIRSR037921-2 (PIRSR); IPR050591 (PANTHER); IPR008271 (PROSITE_PATTERNS); IPR017441 (PROSITE_PATTERNS); IPR000719 (PROSITE_PROFILES); IPR039192 (CDD); IPR011009 (SUPERFAMILY)	P:GO:0006468; P:GO:0007165; P:GO:0018107; P:GO:0030154; F:GO:0004672; F:GO:0004674; F:GO:0005524; C:GO:0005634; C:GO:0005737	P:protein phosphorylation; P:signal transduction; P:peptidyl-threonine phosphorylation; P:cell differentiation; F:protein kinase activity; F:protein serine/threonine kinase activity; F:ATP binding; C:nucleus; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	g23405	polygalacturonase At1g48100-like	1422	1	0.0	94.5	2	P:GO:0005975; F:GO:0004650	P:carbohydrate metabolic process; F:polygalacturonase activity			G3DSA:2.160.20.10:FF:000012 (FUNFAM); IPR012334 (G3DSA:2.160.20.GENE3D); IPR000743 (PFAM); PTHR31375 (PANTHER); IPR000743 (PROSITE_PATTERNS); IPR011050 (SUPERFAMILY)	P:GO:0005975; F:GO:0004650	P:carbohydrate metabolic process; F:polygalacturonase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23406	uncharacterized protein LOC127811067	375	1	1.56E-56	80.65	1	P:GO:0010112	P:regulation of systemic acquired resistance			IPR031425 (PFAM); IPR031425 (PANTHER)	P:GO:0010112	P:regulation of systemic acquired resistance
true	[INTERPRO, BLASTED, ANNOTATED]	g23407	nitrogen regulatory protein P-II homolog isoform X2	615	1	9.56E-128	96.08	5	P:GO:0006808; F:GO:0005524; F:GO:0030234; C:GO:0005829; C:GO:0009534	P:regulation of nitrogen utilization; F:ATP binding; F:enzyme regulator activity; C:cytosol; C:chloroplast thylakoid			IPR002187 (PRINTS); IPR015867 (G3DSA:3.30.70.GENE3D); IPR002187 (PFAM); IPR002187 (PANTHER); IPR017918 (PROSITE_PATTERNS); IPR002187 (PROSITE_PROFILES); IPR011322 (SUPERFAMILY)	P:GO:0006808; F:GO:0005524; F:GO:0030234; C:GO:0005829; C:GO:0009534	P:regulation of nitrogen utilization; F:ATP binding; F:enzyme regulator activity; C:cytosol; C:chloroplast thylakoid
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	g23408	hypothetical protein CARUB_v10010344mg, partial	546	20	6.9E-127	99.64	7	P:GO:0015031; P:GO:0016192; F:GO:0003729; F:GO:0003924; F:GO:0005525; C:GO:0005794; C:GO:0016020	P:protein transport; P:vesicle-mediated transport; F:mRNA binding; F:GTPase activity; F:GTP binding; C:Golgi apparatus; C:membrane	EC:3.6.1.15	nucleoside-triphosphate phosphatase	IPR006689 (PRINTS); G3DSA:3.40.50.300:FF:003500 (FUNFAM); IPR005225 (NCBIFAM); IPR027417 (G3DSA:3.40.50.GENE3D); IPR006689 (PFAM); PIRSR006809-1 (PIRSR); PIRSR006809-2 (PIRSR); IPR024156 (PANTHER); PS51417 (PROSITE_PROFILES); IPR045872 (CDD); IPR027417 (SUPERFAMILY)	F:GO:0003924; F:GO:0005525	F:GTPase activity; F:GTP binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23409	putative pentatricopeptide repeat-containing protein At1g02420	1563	1	3.74E-254	97.12	2	F:GO:0003729; F:GO:0005515	F:mRNA binding; F:protein binding			IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (NCBIFAM); IPR002885 (PFAM); IPR002885 (PFAM); IPR051240 (PANTHER); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES); IPR002885 (PROSITE_PROFILES)	F:GO:0003729; F:GO:0005515	F:mRNA binding; F:protein binding
true	[INTERPRO, BLASTED, ANNOTATED]	g23410	galactinol synthase 2-like	1047	1	3.74E-249	96.56	1	F:GO:0016757	F:glycosyltransferase activity			G3DSA:3.90.550.10:FF:000049 (FUNFAM); IPR029044 (G3DSA:3.90.550.GENE3D); IPR002495 (PFAM); IPR050587 (PANTHER); cd02537 (CDD); IPR029044 (SUPERFAMILY)	F:GO:0016757	F:glycosyltransferase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23411	myb-related protein 305-like	933	1	3.37E-193	93.08	4	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus			G3DSA:1.10.10.60:FF:000011 (FUNFAM); G3DSA:1.10.10.60 (GENE3D); G3DSA:1.10.10.60 (GENE3D); IPR001005 (PFAM); IPR044676 (PANTHER); IPR001005 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR001005 (CDD); IPR001005 (CDD); IPR009057 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	g23412	probable pectinesterase 53	1590	1	3.28E-128	82.63	2	P:GO:0045490; F:GO:0030599	P:pectin catabolic process; F:pectinesterase activity			IPR012334 (G3DSA:2.160.20.GENE3D); PTHR31321 (PANTHER); IPR011050 (SUPERFAMILY)	P:GO:0045490; F:GO:0030599; F:GO:0052689	P:pectin catabolic process; F:pectinesterase activity; F:carboxylic ester hydrolase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23413	myb-related protein 305-like	933	1	2.32E-200	95.12	4	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus			G3DSA:1.10.10.60:FF:000011 (FUNFAM); G3DSA:1.10.10.60:FF:000079 (FUNFAM); G3DSA:1.10.10.60 (GENE3D); IPR001005 (PFAM); G3DSA:1.10.10.60 (GENE3D); IPR044676 (PANTHER); IPR001005 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR017930 (PROSITE_PROFILES); IPR001005 (PROSITE_PROFILES); IPR001005 (CDD); IPR001005 (CDD); IPR009057 (SUPERFAMILY)	P:GO:0006355; F:GO:0003700; F:GO:0043565; C:GO:0005634	P:regulation of DNA-templated transcription; F:DNA-binding transcription factor activity; F:sequence-specific DNA binding; C:nucleus
true	[INTERPRO, BLASTED, ANNOTATED]	g23414	probable pectinesterase 53	1092	1	9.32E-260	97.79	3	P:GO:0042545; P:GO:0045490; F:GO:0030599	P:cell wall modification; P:pectin catabolic process; F:pectinesterase activity			G3DSA:2.160.20.10:FF:000008 (FUNFAM); IPR012334 (G3DSA:2.160.20.GENE3D); IPR000070 (PFAM); PTHR31321 (PANTHER); IPR033131 (PROSITE_PATTERNS); PS51257 (PROSITE_PROFILES); IPR011050 (SUPERFAMILY)	P:GO:0042545; P:GO:0045490; F:GO:0030599; F:GO:0052689	P:cell wall modification; P:pectin catabolic process; F:pectinesterase activity; F:carboxylic ester hydrolase activity
true	[INTERPRO, BLASTED, ANNOTATED]	g23415	probable pectinesterase 53 isoform X2	1137	2	1.06E-266	96.71	3	P:GO:0042545; P:GO:0045490; F:GO:0030599	P:cell wall modification; P:pectin catabolic process; F:pectinesterase activity			G3DSA:2.160.20.10:FF:000008 (FUNFAM); IPR012334 (G3DSA:2.160.20.GENE3D); IPR000070 (PFAM); PTHR31321 (PANTHER); IPR018040 (PROSITE_PATTERNS); IPR033131 (PROSITE_PATTERNS); IPR011050 (SUPERFAMILY)	P:GO:0042545; P:GO:0045490; F:GO:0030599; F:GO:0052689	P:cell wall modification; P:pectin catabolic process; F:pectinesterase activity; F:carboxylic ester hydrolase activity
true	[INTERPRO, BLASTED]	g23416	gibberellin 2-beta-dioxygenase 2	1020	1	9.4E-241	97.05						PR00682 (PRINTS); G3DSA:2.60.120.330:FF:000025 (FUNFAM); IPR027443 (G3DSA:2.60.120.GENE3D); IPR026992 (PFAM); IPR044861 (PFAM); IPR050231 (PANTHER); IPR005123 (PROSITE_PROFILES); SSF51197 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23417	uncharacterized protein LOC127810545	1344	1	1.82E-131	59.16						PTHR36774 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23418	DUF724 domain-containing protein 6	5985	7	3.71E-210	71.74						Coil (COILS); IPR007930 (PFAM)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23419	protein AGENET DOMAIN (AGD)-CONTAINING P1	471	1	2.55E-104	96.79						IPR008395 (PFAM); PTHR31917 (PANTHER); cd20405 (CDD); cd20406 (CDD)	no GO terms	no GO terms
true	[INTERPRO, BLASTED]	g23420	long chain acyl-CoA synthetase 1-like	3996	2	1.82E-272	52.45						no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, ANNOTATED]	g23421	putative pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH2	4266	1	0.0	72.18	3	F:GO:0003723; F:GO:0004386; C:GO:0005622	F:RNA binding; F:helicase activity; C:intracellular anatomical structure			IPR027417 (G3DSA:3.40.50.GENE3D); PTHR18934 (PANTHER); IPR027417 (SUPERFAMILY); IPR027417 (SUPERFAMILY)	F:GO:0003723; F:GO:0004386; C:GO:0005622	F:RNA binding; F:helicase activity; C:intracellular anatomical structure
true	[INTERPRO, BLASTED, ANNOTATED]	g23422	probable glycerol-3-phosphate acyltransferase 3	1575	1	0.0	95.42	4	P:GO:0010143; F:GO:0016791; F:GO:0090447; C:GO:0016020	P:cutin biosynthetic process; F:phosphatase activity; F:glycerol-3-phosphate 2-O-acyltransferase activity; C:membrane			IPR002123 (PFAM); IPR056462 (PFAM); PTHR15486 (PANTHER); SSF69593 (SUPERFAMILY)	P:GO:0010143; F:GO:0016746; F:GO:0016791; F:GO:0090447; C:GO:0016020	P:cutin biosynthetic process; F:acyltransferase activity; F:phosphatase activity; F:glycerol-3-phosphate 2-O-acyltransferase activity; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g23423	3'-5' exonuclease-like	600	1	1.48E-124	90.95	5	P:GO:0006139; F:GO:0003676; F:GO:0008408; C:GO:0005634; C:GO:0005737	P:nucleobase-containing compound metabolic process; F:nucleic acid binding; F:3'-5' exonuclease activity; C:nucleus; C:cytoplasm			G3DSA:3.30.420.10:FF:000054 (FUNFAM); IPR002562 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR051132 (PANTHER); cd06141 (CDD); IPR012337 (SUPERFAMILY)	P:GO:0006139; F:GO:0003676; F:GO:0008408; C:GO:0005634; C:GO:0005737	P:nucleobase-containing compound metabolic process; F:nucleic acid binding; F:3'-5' exonuclease activity; C:nucleus; C:cytoplasm
true	[INTERPRO, BLASTED, ANNOTATED]	g23424	cation/H(+) antiporter 28	2400	1	0.0	98.5	5	P:GO:0006885; P:GO:1902600; F:GO:0015297; C:GO:0012505; C:GO:0016020	P:regulation of pH; P:proton transmembrane transport; F:antiporter activity; C:endomembrane system; C:membrane			IPR006153 (PFAM); PF23256 (PFAM); PF23259 (PFAM); G3DSA:3.40.50.12370 (GENE3D); IPR038770 (G3DSA:1.20.1530.GENE3D); IPR050794 (PANTHER)	P:GO:0006812; P:GO:0006885; P:GO:0055085; P:GO:0098662; P:GO:1902600; F:GO:0015297; C:GO:0012505; C:GO:0016020	P:monoatomic cation transport; P:regulation of pH; P:transmembrane transport; P:obsolete inorganic cation transmembrane transport; P:proton transmembrane transport; F:antiporter activity; C:endomembrane system; C:membrane
true	[INTERPRO, BLASTED, ANNOTATED]	g23425	uncharacterized protein LOC127805049	1401	1	0.0	97.85	2	F:GO:0003676; F:GO:0008270	F:nucleic acid binding; F:zinc ion binding			Coil (COILS); PTHR34210 (PANTHER); IPR001878 (PROSITE_PROFILES); IPR036875 (SUPERFAMILY)	F:GO:0003676; F:GO:0008270	F:nucleic acid binding; F:zinc ion binding
true	[INTERPRO, BLASTED, MAPPED]	g23426	hypothetical protein U1Q18_034454	4188	4	3.56E-69	34.88	2	F:GO:0003723; C:GO:0016020	F:RNA binding; C:membrane			no IPS match	no IPS match	no IPS match
